onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	3.466	7	bank	14	1	subway	3.466	other	0
4.466	9.6581	5	truck	4	1	door	9.6581	other	0
14.1241	12.0459	6	door	64	1	truck	12.0459	other	0
26.17	3.034	8	subway	94	2	subway	3.034	target	1
29.2039	4.3719	7	bank	74	2	bank	4.3719	target	1
33.5759	2.5459	6	door	94	2	door	2.5459	target	1
36.1218	2.9619	8	subway	84	2	subway	2.9619	target	1
39.0837	5.8421	5	truck	24	1	truck	5.8421	target	1
44.9258	12.5581	8	subway	44	1	bank	12.5581	other	0
57.4839	8.454	6	door	74	1	truck	8.454	other	0
65.9379	6.176	5	truck	94	2	truck	6.176	target	1
72.1139	7.27	7	bank	24	1	door	7.27	other	0
79.384	5.522	6	door	84	2	door	5.522	target	1
84.906	4.262	8	subway	14	1	subway	4.262	target	1
89.1679	16.784	5	truck	54	1	bank	16.784	other	0
105.9519	6.088	7	bank	64	1	bank	6.088	target	1
112.0399	2.398	8	subway	64	1	subway	2.398	target	1
114.4379	8.244	6	door	44	1	truck	8.244	other	0
122.6819	5.938	7	bank	94	2	bank	5.938	target	1
128.6199	8.8359	5	truck	44	1	door	8.8359	other	0
137.4558	22.912	7	bank	4	1	bank	22.912	target	1
160.3678	10.336	5	truck	74	1	truck	10.336	target	1
170.7038	2.702	8	subway	54	1	subway	2.702	target	1
173.4058	11.1279	6	door	34	1	door	11.1279	target	1
184.5338	9.334	5	truck	84	2	bank	9.334	other	0
193.8677	4.96	8	subway	4	1	subway	4.96	target	1
198.8277	3.1799	7	bank	54	1	bank	3.1799	target	1
202.0076	3.594	6	door	54	1	bank	3.594	other	0
205.6016	12.189	8	subway	34	1	bank	12.189	other	0
217.7905	14.6379	6	door	14	1	door	14.6379	target	1
232.4285	8.7379	7	bank	34	1	subway	8.7379	other	0
241.1664	4.696	5	truck	34	1	bank	4.696	other	0
245.8624	1.944	7	bank	84	2	bank	1.944	target	1
247.8063	10.052	6	door	4	1	bank	10.052	other	0
257.8583	7.082	8	subway	24	1	bank	7.082	other	0
264.9403	8.2319	5	truck	14	1	door	8.2319	other	0
273.1723	9.6799	5	truck	64	1	door	9.6799	other	0
282.8522	2.326	8	subway	74	2	subway	2.326	target	1
285.1781	3.964	7	bank	44	1	bank	3.964	target	1
289.1421	14.4819	6	door	24	1	door	14.4819	target	1
