onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	4.7196	5	mail box	14	1	mail box	4.7196	target	1
5.7196	5.6799	7	mail box	24	1	mail box	5.6799	target	1
11.3995	6.6081	6	tree	24	1	tree	6.6081	target	1
18.0075	8.624	8	tree	44	1	tree	8.624	target	1
26.6316	5.3039	7	mail box	14	1	tree	5.3039	competitor	0
31.9355	3.4319	5	mail box	54	1	mail box	3.4319	target	1
35.3674	12.7519	8	tree	54	1	mail box	12.7519	competitor	0
48.1192	3.84	6	tree	4	1	tree	3.84	target	1
51.9592	15.9839	8	tree	94	2	tree	15.9839	target	1
67.9432	4.2559	6	tree	74	1	mail box	4.2559	competitor	0
72.1991	11.12	5	mail box	94	2	mail box	11.12	target	1
83.3191	5.2319	7	mail box	54	1	tree	5.2319	competitor	0
88.5509	6.248	7	mail box	44	1	mail box	6.248	target	1
94.7989	7.8	6	tree	34	1	tree	7.8	target	1
102.5989	2.136	5	mail box	84	2	mail box	2.136	target	1
104.7349	11.5999	8	tree	34	1	mail box	11.5999	competitor	0
116.3348	4.528	7	mail box	94	2	mail box	4.528	target	1
120.8628	10.3999	8	tree	4	1	mail box	10.3999	competitor	0
131.2627	6.44	5	mail box	74	1	mail box	6.44	target	1
137.7027	11.3279	6	tree	64	1	mail box	11.3279	competitor	0
149.0307	7.1999	8	tree	24	1	mail box	7.1999	competitor	0
156.2306	3.9519	5	mail box	4	1	mail box	3.9519	target	1
160.1825	13.728	6	tree	44	1	mail box	13.728	competitor	0
173.9105	6.5359	7	mail box	74	1	mail box	6.5359	target	1
180.4464	8.416	6	tree	84	2	mail box	8.416	competitor	0
188.8624	3.824	5	mail box	24	1	mail box	3.824	target	1
192.6864	5.2161	7	mail box	34	1	mail box	5.2161	target	1
197.9024	4.0161	8	tree	14	1	mail box	4.0161	competitor	0
201.9185	9.344	8	tree	74	1	tree	9.344	target	1
211.2625	8.312	6	tree	94	2	tree	8.312	target	1
219.5745	5.176	7	mail box	4	1	mail box	5.176	target	1
224.7505	2.496	5	mail box	64	1	mail box	2.496	target	1
227.2464	7.192	7	mail box	84	2	mail box	7.192	target	1
234.4384	8.9839	8	tree	84	2	tree	8.9839	target	1
243.4224	11.392	6	tree	14	1	tree	11.392	target	1
254.8144	5.536	5	mail box	34	1	tree	5.536	competitor	0
260.3504	6.352	8	tree	64	1	mail box	6.352	competitor	0
266.7024	4.072	7	mail box	64	1	mail box	4.072	target	1
270.7744	6.96	5	mail box	44	1	mail box	6.96	target	1
277.7343	13.728	6	tree	54	1	tree	13.728	target	1
