onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	8	subway	destination	59	subway	2.6395	1
31.5	24	study_trial	7	bank	n/a	0	n/a	0	0
61.5	24	study_trial	8	subway	n/a	0	n/a	0	0
91.5	24	study_trial	5	truck	n/a	0	n/a	0	0
121.5	24	study_trial	7	bank	n/a	0	n/a	0	0
151.5	24	study_trial	8	subway	n/a	0	n/a	0	0
181.5	24	study_trial	6	door	n/a	0	n/a	0	0
211.5	0	catch_trial	6	door	direction	20	right	2.0222	1
225	24	study_trial	5	truck	n/a	0	n/a	0	0
255	24	study_trial	6	door	n/a	0	n/a	0	0
