onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	4.1947	8	tree	44	1	tree	4.1947	target	1
5.1947	4.7198	6	tree	64	1	tree	4.7198	target	1
9.9145	1.824	5	mail box	74	1	mail box	1.824	target	1
11.7385	2.352	7	mail box	54	1	mail box	2.352	target	1
14.0906	4.6081	5	mail box	4	1	mail box	4.6081	target	1
18.6986	2.664	6	tree	24	1	tree	2.664	target	1
21.3626	4.224	7	mail box	64	1	mail box	4.224	target	1
25.5866	5.08	8	tree	24	1	tree	5.08	target	1
30.6666	2.6479	6	tree	84	2	tree	2.6479	target	1
33.3145	3.728	7	mail box	14	1	tree	3.728	competitor	0
37.0425	2.92	8	tree	64	1	tree	2.92	target	1
39.9625	1.2398	5	mail box	94	2	mail box	1.2398	target	1
41.2023	3.8079	5	mail box	24	1	mail box	3.8079	target	1
45.0103	3.48	7	mail box	74	1	mail box	3.48	target	1
48.4903	1.944	8	tree	74	1	tree	1.944	target	1
50.4342	1.008	6	tree	4	1	tree	1.008	target	1
51.4423	2.7679	7	mail box	4	1	mail box	2.7679	target	1
54.2101	1.1599	8	tree	4	1	tree	1.1599	target	1
55.3701	3.0321	5	mail box	84	2	mail box	3.0321	target	1
58.4021	4.104	6	tree	44	1	tree	4.104	target	1
62.5061	2.1121	8	tree	54	1	tree	2.1121	target	1
64.6182	1.592	6	tree	74	1	tree	1.592	target	1
66.2102	2.056	7	mail box	24	1	tree	2.056	competitor	0
68.2662	3.9679	5	mail box	54	1	mail box	3.9679	target	1
72.2341	3.8159	6	tree	14	1	mail box	3.8159	competitor	0
76.0501	1.608	5	mail box	64	1	mail box	1.608	target	1
77.6581	2.976	7	mail box	84	2	mail box	2.976	target	1
80.634	2.632	8	tree	14	1	mail box	2.632	competitor	0
83.266	3.4959	6	tree	34	1	mail box	3.4959	competitor	0
86.7619	3.336	5	mail box	44	1	tree	3.336	competitor	0
90.0979	7.712	8	tree	94	2	tree	7.712	target	1
97.8099	2.9999	7	mail box	44	1	tree	2.9999	competitor	0
100.8098	9.504	8	tree	34	1	tree	9.504	target	1
110.3139	8.6561	5	mail box	14	1	tree	8.6561	competitor	0
118.9699	4.2799	7	mail box	34	1	mail box	4.2799	target	1
123.2498	1.6639	6	tree	94	2	tree	1.6639	target	1
124.9137	3.704	5	mail box	34	1	tree	3.704	competitor	0
128.6177	1.072	7	mail box	94	2	mail box	1.072	target	1
129.6897	7.896	8	tree	84	2	mail box	7.896	competitor	0
137.5857	2	6	tree	54	1	mail box	2	competitor	0
