onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	3.2719	7	bank	34	1	subway	3.2719	other	0
4.2719	1.0143	8	subway	84	2	subway	1.0143	target	1
5.2862	2.5467	5	truck	84	2	door	2.5467	other	0
7.8329	2.8135	6	door	84	2	door	2.8135	target	1
10.6464	2.8883	5	truck	4	1	truck	2.8883	target	1
13.5347	2.6442	6	door	4	1	door	2.6442	target	1
16.1789	2.0925	8	subway	44	1	subway	2.0925	target	1
18.2714	2.117	7	bank	64	1	bank	2.117	target	1
20.3884	4.7008	6	door	54	1	truck	4.7008	other	0
25.0893	3.7554	7	bank	4	1	bank	3.7554	target	1
28.8447	1.2591	8	subway	14	1	subway	1.2591	target	1
30.1038	2.8704	5	truck	34	1	subway	2.8704	other	0
32.9742	2.1302	6	door	94	2	door	2.1302	target	1
35.1044	2.5734	8	subway	34	1	subway	2.5734	target	1
37.6778	4.3333	5	truck	54	1	door	4.3333	other	0
42.0111	3.5821	7	bank	24	1	truck	3.5821	other	0
45.5932	1.419	8	subway	94	2	subway	1.419	target	1
47.0122	5.9659	5	truck	24	1	door	5.9659	other	0
52.9781	3.2005	7	bank	54	1	bank	3.2005	target	1
56.1785	1.8842	6	door	34	1	subway	1.8842	other	0
58.0627	4.2704	7	bank	44	1	bank	4.2704	target	1
62.3331	2.1874	8	subway	4	1	door	2.1874	other	0
64.5205	1.9734	6	door	74	1	door	1.9734	target	1
66.494	3.7732	5	truck	14	1	truck	3.7732	target	1
70.2672	1.3482	8	subway	54	1	subway	1.3482	target	1
71.6153	4.2851	5	truck	44	1	door	4.2851	other	0
75.9005	2.2093	7	bank	94	2	bank	2.2093	target	1
78.1098	3.8386	6	door	14	1	door	3.8386	target	1
81.9484	3.5087	5	truck	64	1	truck	3.5087	target	1
85.4571	1.3646	8	subway	64	1	subway	1.3646	target	1
86.8217	2.5235	6	door	64	1	truck	2.5235	other	0
89.3452	3.4937	7	bank	14	1	bank	3.4937	target	1
92.8389	5.1231	7	bank	84	2	bank	5.1231	target	1
97.9621	1.4146	8	subway	74	2	bank	1.4146	other	0
99.3767	8.3305	5	truck	94	2	truck	8.3305	target	1
107.7072	2.8026	6	door	44	1	door	2.8026	target	1
110.5097	1.8475	5	truck	74	1	door	1.8475	other	0
112.3572	1.8891	7	bank	74	2	bank	1.8891	target	1
114.2463	5.2532	8	subway	24	1	door	5.2532	other	0
119.4995	2.3334	6	door	24	1	door	2.3334	target	1
