onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	12.7204	1	nail salon	74	1	nail salon	12.7204	target	1
13.7204	4.2075	4	call box	44	1	car	4.2075	other	0
17.928	1.62	3	car	84	2	car	1.62	target	1
19.5479	3.3526	2	restaurant	24	1	restaurant	3.3526	target	1
22.9006	2.24	4	call box	84	2	call box	2.24	target	1
25.1406	1.9013	3	car	94	2	car	1.9013	target	1
27.0419	3.105	1	nail salon	84	2	nail salon	3.105	target	1
30.1469	2.1488	2	restaurant	64	1	restaurant	2.1488	target	1
32.2956	2.9025	1	nail salon	14	1	nail salon	2.9025	target	1
35.1981	7.5827	2	restaurant	44	1	nail salon	7.5827	other	0
42.7808	2.9588	4	call box	24	1	call box	2.9588	target	1
45.7396	2.5089	3	car	44	1	car	2.5089	target	1
48.2485	2.5088	1	nail salon	4	1	nail salon	2.5088	target	1
50.7573	1.3951	2	restaurant	94	2	restaurant	1.3951	target	1
52.1524	5.1189	3	car	14	1	call box	5.1189	other	0
57.2713	1.6651	4	call box	54	1	call box	1.6651	target	1
58.9364	3.4764	4	call box	14	1	call box	3.4764	target	1
62.4128	6.2889	2	restaurant	34	1	nail salon	6.2889	other	0
68.7017	5.3552	3	car	54	1	car	5.3552	target	1
74.0569	2.7337	1	nail salon	24	1	nail salon	2.7337	target	1
76.7906	3.6564	3	car	4	1	car	3.6564	target	1
80.447	2.5425	4	call box	94	2	call box	2.5425	target	1
82.9894	4.8151	2	restaurant	74	1	restaurant	4.8151	target	1
87.8045	5.5239	1	nail salon	54	1	restaurant	5.5239	other	0
93.3284	2.0026	2	restaurant	84	2	restaurant	2.0026	target	1
95.331	2.9924	4	call box	64	1	call box	2.9924	target	1
98.3234	3.3414	1	nail salon	44	1	nail salon	3.3414	target	1
101.6648	2.0701	3	car	24	1	car	2.0701	target	1
103.735	1.8225	3	car	64	1	car	1.8225	target	1
105.5575	2.2163	4	call box	4	1	call box	2.2163	target	1
107.7737	5.4678	2	restaurant	54	1	restaurant	5.4678	target	1
113.2415	2.1151	1	nail salon	34	1	nail salon	2.1151	target	1
115.3566	3.2624	2	restaurant	4	1	restaurant	3.2624	target	1
118.619	5.0964	3	car	34	1	call box	5.0964	other	0
123.7154	2.0814	1	nail salon	64	1	nail salon	2.0814	target	1
125.7968	3.9376	4	call box	34	1	call box	3.9376	target	1
129.7345	5.8164	3	car	74	1	call box	5.8164	other	0
135.5508	2.5873	1	nail salon	94	2	nail salon	2.5873	target	1
138.1382	2.7451	2	restaurant	14	1	restaurant	2.7451	target	1
140.8833	5.1302	4	call box	74	1	call box	5.1302	target	1
