onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	24	study_trial	2	car	n/a	0	n/a	0	0
39	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
69	0	catch_trial	2	car	direction	46	left	2.4277	1
88.5	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
118.5	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
148.5	24	study_trial	4	car	n/a	0	n/a	0	0
178.5	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
208.5	24	study_trial	2	car	n/a	0	n/a	0	0
238.5	24	study_trial	4	car	n/a	0	n/a	0	0
268.5	0	catch_trial	3	jewelry store	direction	33	right	0.89077	1
