onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	2	car	destination	65	car	1.3998	1
33	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
63	0	catch_trial	3	jewelry store	destination	13	jewelry store	0.89077	1
75	24	study_trial	2	car	n/a	0	n/a	0	0
105	24	study_trial	4	car	n/a	0	n/a	0	0
135	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
165	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
195	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
225	24	study_trial	2	car	n/a	0	n/a	0	0
255	24	study_trial	4	car	n/a	0	n/a	0	0
