onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	15.086	8	tree	84	2	mail box	15.086	competitor	0
16.086	4.7279	6	tree	84	2	mail box	4.7279	competitor	0
20.8139	1.984	7	mail box	94	2	mail box	1.984	target	1
22.7979	4.648	5	mail box	64	1	mail box	4.648	target	1
27.4459	2.424	7	mail box	84	2	mail box	2.424	target	1
29.8699	11.1839	6	tree	24	1	mail box	11.1839	competitor	0
41.0539	2.1359	5	mail box	54	1	mail box	2.1359	target	1
43.1898	16.8639	8	tree	74	1	tree	16.8639	target	1
60.0537	6.6879	8	tree	64	1	mail box	6.6879	competitor	0
66.7417	7.752	5	mail box	4	1	mail box	7.752	target	1
74.4936	1.056	7	mail box	4	1	mail box	1.056	target	1
75.5497	2.84	6	tree	54	1	mail box	2.84	competitor	0
78.3897	5.4159	5	mail box	14	1	mail box	5.4159	target	1
83.8056	3.5919	7	mail box	24	1	mail box	3.5919	target	1
87.3975	3.9439	6	tree	4	1	tree	3.9439	target	1
91.3414	8.28	8	tree	14	1	tree	8.28	target	1
99.6214	1.984	8	tree	54	1	mail box	1.984	competitor	0
101.6054	1.368	5	mail box	84	2	mail box	1.368	target	1
102.9734	3.24	7	mail box	64	1	mail box	3.24	target	1
106.2135	3.1759	6	tree	44	1	tree	3.1759	target	1
109.3893	2.9039	6	tree	64	1	tree	2.9039	target	1
112.2932	2.12	8	tree	94	2	tree	2.12	target	1
114.4132	3.008	5	mail box	94	2	mail box	3.008	target	1
117.4212	3.352	7	mail box	54	1	tree	3.352	competitor	0
120.7732	1.976	6	tree	74	1	mail box	1.976	competitor	0
122.7492	3.4799	7	mail box	44	1	mail box	3.4799	target	1
126.229	8.824	5	mail box	34	1	mail box	8.824	target	1
135.053	21.1439	8	tree	4	1	tree	21.1439	target	1
156.1969	1.8479	7	mail box	14	1	tree	1.8479	competitor	0
158.0448	1.5839	5	mail box	74	1	mail box	1.5839	target	1
159.6288	2.0399	6	tree	34	1	tree	2.0399	target	1
161.6687	3.184	8	tree	44	1	tree	3.184	target	1
164.8527	11.6079	7	mail box	34	1	tree	11.6079	competitor	0
176.4607	6.6239	5	mail box	44	1	mail box	6.6239	target	1
183.0846	11.328	8	tree	24	1	mail box	11.328	competitor	0
194.4126	4.4161	6	tree	14	1	mail box	4.4161	competitor	0
198.8286	5.072	5	mail box	24	1	mail box	5.072	target	1
203.9006	2.232	6	tree	94	2	tree	2.232	target	1
206.1326	6.7919	8	tree	34	1	tree	6.7919	target	1
212.9245	1.968	7	mail box	74	1	mail box	1.968	target	1
