onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	2.91	4	car	74	1	car	2.91	target	1
3.91	2.44	3	jewelry store	54	1	car	2.44	competitor	0
6.35	2.528	1	jewelry store	64	1	jewelry store	2.528	target	1
8.878	1.3119	2	car	24	1	jewelry store	1.3119	competitor	0
10.1898	4.072	4	car	84	1	car	4.072	target	1
14.2619	1.408	3	jewelry store	4	1	car	1.408	competitor	0
15.6698	1.04	1	jewelry store	4	1	jewelry store	1.04	target	1
16.7098	3	2	car	64	1	jewelry store	3	competitor	0
19.7099	1.9199	2	car	94	2	car	1.9199	target	1
21.6297	1.304	4	car	4	1	car	1.304	target	1
22.9337	2.7358	3	jewelry store	14	1	car	2.7358	competitor	0
25.6695	2.216	1	jewelry store	44	1	jewelry store	2.216	target	1
27.8855	2.248	3	jewelry store	94	2	jewelry store	2.248	target	1
30.1335	4.6239	1	jewelry store	74	1	jewelry store	4.6239	target	1
34.7574	2.832	4	car	24	1	car	2.832	target	1
37.5894	2.0079	2	car	74	1	car	2.0079	target	1
39.5973	5.656	2	car	44	1	jewelry store	5.656	competitor	0
45.2533	1.136	1	jewelry store	34	1	jewelry store	1.136	target	1
46.3893	2.664	4	car	34	1	car	2.664	target	1
49.0533	0.92799	3	jewelry store	34	1	car	0.92799	competitor	0
49.9813	0.83199	4	car	54	1	car	0.83199	target	1
50.8133	5.536	2	car	14	1	jewelry store	5.536	competitor	0
56.3493	1.944	3	jewelry store	24	1	car	1.944	competitor	0
58.2933	4.08	1	jewelry store	94	2	jewelry store	4.08	target	1
62.3733	1.336	1	jewelry store	14	1	jewelry store	1.336	target	1
63.7094	2.3359	2	car	84	1	jewelry store	2.3359	competitor	0
66.0453	1.4	4	car	44	1	car	1.4	target	1
67.4453	1.392	3	jewelry store	64	1	car	1.392	competitor	0
68.8372	1.0481	4	car	64	1	car	1.0481	target	1
69.8853	5.68	2	car	54	1	jewelry store	5.68	competitor	0
75.5653	1.8959	1	jewelry store	24	1	jewelry store	1.8959	target	1
77.4612	2.928	3	jewelry store	74	1	car	2.928	competitor	0
80.3891	2.0559	2	car	4	1	jewelry store	2.0559	competitor	0
82.445	3.04	1	jewelry store	54	1	jewelry store	3.04	target	1
85.485	1.7759	4	car	14	1	car	1.7759	target	1
87.2609	1.744	3	jewelry store	44	1	car	1.744	competitor	0
89.0049	1.6319	1	jewelry store	84	1	jewelry store	1.6319	target	1
90.6368	2.024	3	jewelry store	84	1	car	2.024	competitor	0
92.6608	1.6799	4	car	94	2	car	1.6799	target	1
94.3407	1.512	2	car	34	1	jewelry store	1.512	competitor	0
