onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	8	tree	destination	59	mail box	1.7515	0
31.5	24	study_trial	5	mail box	n/a	0	n/a	0	0
61.5	24	study_trial	6	tree	n/a	0	n/a	0	0
91.5	24	study_trial	8	tree	n/a	0	n/a	0	0
121.5	0	catch_trial	7	mail box	destination	20	mail box	1.7136	1
135	24	study_trial	6	tree	n/a	0	n/a	0	0
165	24	study_trial	7	mail box	n/a	0	n/a	0	0
195	24	study_trial	5	mail box	n/a	0	n/a	0	0
225	24	study_trial	8	tree	n/a	0	n/a	0	0
255	24	study_trial	7	mail box	n/a	0	n/a	0	0
