onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	8	tree	direction	13	left	1.9608	0
21	24	study_trial	7	mail box	n/a	0	n/a	0	0
51	24	study_trial	5	mail box	n/a	0	n/a	0	0
81	24	study_trial	6	tree	n/a	0	n/a	0	0
111	24	study_trial	5	mail box	n/a	0	n/a	0	0
141	24	study_trial	6	tree	n/a	0	n/a	0	0
171	24	study_trial	8	tree	n/a	0	n/a	0	0
201	24	study_trial	7	mail box	n/a	0	n/a	0	0
231	0	catch_trial	7	mail box	destination	65	mail box	1.7441	1
255	24	study_trial	8	tree	n/a	0	n/a	0	0
