onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
39	0	catch_trial	2	car	destination	20	jewelry store	1.4503	0
52.5	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
82.5	24	study_trial	2	car	n/a	0	n/a	0	0
112.5	24	study_trial	2	car	n/a	0	n/a	0	0
142.5	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
172.5	0	catch_trial	4	car	direction	59	right	2.1739	1
195	24	study_trial	4	car	n/a	0	n/a	0	0
225	24	study_trial	4	car	n/a	0	n/a	0	0
255	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
