onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	6.3751	4	car	84	1	jewelry store	6.3751	competitor	0
7.3751	6.296	3	jewelry store	64	1	jewelry store	6.296	target	1
13.6711	2.4399	2	car	64	1	car	2.4399	target	1
16.111	3.9518	1	jewelry store	44	1	jewelry store	3.9518	target	1
20.0628	4.4558	1	jewelry store	64	1	jewelry store	4.4558	target	1
24.5187	1.1761	2	car	34	1	car	1.1761	target	1
25.6947	2.6959	3	jewelry store	4	1	jewelry store	2.6959	target	1
28.3906	4.9839	4	car	34	1	jewelry store	4.9839	competitor	0
33.3745	4.9039	1	jewelry store	54	1	car	4.9039	competitor	0
38.2784	3.48	4	car	64	1	car	3.48	target	1
41.7585	8.8879	2	car	84	1	car	8.8879	target	1
50.6463	2.424	3	jewelry store	54	1	jewelry store	2.424	target	1
53.0703	6.6879	3	jewelry store	34	1	car	6.6879	competitor	0
59.7583	8.8801	2	car	94	2	jewelry store	8.8801	competitor	0
68.6384	2.8639	1	jewelry store	4	1	jewelry store	2.8639	target	1
71.5022	1.0959	4	car	4	1	car	1.0959	target	1
72.5981	1.8559	2	car	54	1	car	1.8559	target	1
74.4541	4.3361	3	jewelry store	84	1	car	4.3361	competitor	0
78.7901	3.6559	1	jewelry store	84	1	jewelry store	3.6559	target	1
82.446	2.7519	4	car	74	1	car	2.7519	target	1
85.1979	6.9679	4	car	54	1	car	6.9679	target	1
92.1658	1.072	2	car	24	1	car	1.072	target	1
93.2378	1.24	1	jewelry store	24	1	jewelry store	1.24	target	1
94.4778	3.144	3	jewelry store	14	1	car	3.144	competitor	0
97.6218	1.872	4	car	94	2	jewelry store	1.872	competitor	0
99.4939	1.008	3	jewelry store	74	1	jewelry store	1.008	target	1
100.5019	7.5919	1	jewelry store	14	1	car	7.5919	competitor	0
108.0938	2.24	2	car	74	1	car	2.24	target	1
110.3338	1.224	3	jewelry store	44	1	jewelry store	1.224	target	1
111.5577	5.7199	1	jewelry store	94	2	car	5.7199	competitor	0
117.2777	3.592	2	car	44	1	jewelry store	3.592	competitor	0
120.8696	3.592	4	car	44	1	jewelry store	3.592	competitor	0
124.4617	6.7681	2	car	14	1	jewelry store	6.7681	competitor	0
131.2298	2.04	1	jewelry store	74	1	jewelry store	2.04	target	1
133.2698	1.64	4	car	14	1	car	1.64	target	1
134.9098	3.424	3	jewelry store	24	1	jewelry store	3.424	target	1
138.3338	2.616	3	jewelry store	94	2	jewelry store	2.616	target	1
140.9498	3.8561	2	car	4	1	car	3.8561	target	1
144.8059	3.5679	4	car	24	1	car	3.5679	target	1
148.3738	3.472	1	jewelry store	34	1	jewelry store	3.472	target	1
