onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	2.0641	2	restaurant	94	2	restaurant	2.0641	target	1
3.0641	2.0477	4	call box	94	2	call box	2.0477	target	1
5.1117	2.9926	3	car	74	1	nail salon	2.9926	other	0
8.1043	1.7213	1	nail salon	84	2	nail salon	1.7213	target	1
9.8256	1.4625	2	restaurant	74	1	nail salon	1.4625	other	0
11.2881	1.6087	3	car	44	1	car	1.6087	target	1
12.8968	1.5638	4	call box	34	1	call box	1.5638	target	1
14.4606	1.6313	1	nail salon	64	1	nail salon	1.6313	target	1
16.0919	1.2937	3	car	24	1	car	1.2937	target	1
17.3856	2.0701	2	restaurant	54	1	restaurant	2.0701	target	1
19.4556	1.7777	1	nail salon	34	1	nail salon	1.7777	target	1
21.2333	1.89	4	call box	54	1	call box	1.89	target	1
23.1233	2.0138	1	nail salon	24	1	call box	2.0138	other	0
25.1371	1.1025	2	restaurant	24	1	car	1.1025	other	0
26.2396	2.1487	3	car	84	2	car	2.1487	target	1
28.3883	1.2375	4	call box	84	2	call box	1.2375	target	1
29.6258	1.2488	2	restaurant	84	2	restaurant	1.2488	target	1
30.8746	1.3275	1	nail salon	4	1	nail salon	1.3275	target	1
32.2021	1.9238	4	call box	74	1	car	1.9238	other	0
34.1259	3.0938	3	car	34	1	call box	3.0938	other	0
37.2197	2.5763	4	call box	4	1	car	2.5763	other	0
39.796	1.9688	1	nail salon	94	2	nail salon	1.9688	target	1
41.7648	1.9462	2	restaurant	64	1	nail salon	1.9462	other	0
43.711	3.2965	3	car	54	1	car	3.2965	target	1
47.0075	1.575	1	nail salon	74	1	nail salon	1.575	target	1
48.5825	2.4749	3	car	14	1	car	2.4749	target	1
51.0574	1.9125	2	restaurant	44	1	restaurant	1.9125	target	1
52.9699	2.0138	4	call box	14	1	call box	2.0138	target	1
54.9837	1.5189	4	call box	44	1	car	1.5189	other	0
56.5026	2.5762	2	restaurant	14	1	restaurant	2.5762	target	1
59.0788	1.8901	1	nail salon	14	1	nail salon	1.8901	target	1
60.969	2.835	3	car	4	1	car	2.835	target	1
63.804	1.6764	3	car	64	1	car	1.6764	target	1
65.4804	2.3964	1	nail salon	54	1	restaurant	2.3964	other	0
67.8768	1.5187	4	call box	64	1	call box	1.5187	target	1
69.3954	2.4414	2	restaurant	34	1	restaurant	2.4414	target	1
71.8368	2.9587	2	restaurant	4	1	nail salon	2.9587	other	0
74.7955	2.3851	4	call box	24	1	car	2.3851	other	0
77.1806	1.71	3	car	94	2	car	1.71	target	1
78.8906	1.7326	1	nail salon	44	1	restaurant	1.7326	other	0
