onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	8.5047	5	truck	54	1	truck	8.5047	target	1
9.5047	13.3314	6	door	4	1	truck	13.3314	other	0
22.8361	3.1389	7	bank	54	1	bank	3.1389	target	1
25.975	2.0926	8	subway	4	1	subway	2.0926	target	1
28.0676	5.4564	5	truck	44	1	door	5.4564	other	0
33.524	16.4704	8	subway	44	1	subway	16.4704	target	1
49.9944	10.0577	6	door	74	1	truck	10.0577	other	0
60.0521	9.3827	7	bank	44	1	bank	9.3827	target	1
69.4348	3.0263	6	door	54	1	door	3.0263	target	1
72.4611	2.1037	7	bank	84	2	bank	2.1037	target	1
74.5648	1.5413	8	subway	84	2	subway	1.5413	target	1
76.1061	2.2839	5	truck	24	1	truck	2.2839	target	1
78.39	4.8376	7	bank	94	2	bank	4.8376	target	1
83.2276	3.3638	8	subway	74	2	subway	3.3638	target	1
86.5914	6.0977	5	truck	64	1	truck	6.0977	target	1
92.6891	9.3602	6	door	14	1	door	9.3602	target	1
102.0493	7.6727	8	subway	64	1	subway	7.6727	target	1
109.7221	6.7389	7	bank	74	2	bank	6.7389	target	1
116.461	2.2499	5	truck	84	2	truck	2.2499	target	1
118.7109	2.1825	6	door	64	1	door	2.1825	target	1
120.8934	9.8663	8	subway	14	1	bank	9.8663	other	0
130.7597	8.2916	7	bank	34	1	subway	8.2916	other	0
139.0513	1.5863	6	door	94	2	door	1.5863	target	1
140.6376	5.6364	5	truck	4	1	truck	5.6364	target	1
146.274	8.8089	7	bank	24	1	subway	8.8089	other	0
155.0829	7.144	6	door	84	2	subway	7.144	other	0
162.2269	4.6013	8	subway	34	1	bank	4.6013	other	0
166.8282	6.8064	5	truck	74	1	truck	6.8064	target	1
173.6346	2.7789	5	truck	14	1	truck	2.7789	target	1
176.4135	3.5438	8	subway	94	2	subway	3.5438	target	1
179.9573	5.9851	7	bank	14	1	subway	5.9851	other	0
185.9425	10.5977	6	door	24	1	truck	10.5977	other	0
196.5401	1.6424	7	bank	64	1	bank	1.6424	target	1
198.1826	3.7688	5	truck	34	1	truck	3.7688	target	1
201.9513	3.3188	6	door	44	1	door	3.3188	target	1
205.2701	14.4792	8	subway	24	1	subway	14.4792	target	1
219.7493	4.1288	7	bank	4	1	bank	4.1288	target	1
223.8781	9.1128	6	door	34	1	door	9.1128	target	1
232.991	2.3288	8	subway	54	1	subway	2.3288	target	1
235.3198	5.8163	5	truck	94	2	truck	5.8163	target	1
