onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	24	study_trial	8	tree	n/a	0	n/a	0	0
39	24	study_trial	7	mail box	n/a	0	n/a	0	0
69	24	study_trial	7	mail box	n/a	0	n/a	0	0
99	0	catch_trial	5	mail box	direction	13	left	0.97181	1
111	24	study_trial	5	mail box	n/a	0	n/a	0	0
141	24	study_trial	8	tree	n/a	0	n/a	0	0
171	24	study_trial	6	tree	n/a	0	n/a	0	0
201	0	catch_trial	7	mail box	destination	65	mail box	1.8895	1
225	24	study_trial	6	tree	n/a	0	n/a	0	0
255	24	study_trial	5	mail box	n/a	0	n/a	0	0
