onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	7.3767	3	jewelry store	84	1	car	7.3767	competitor	0
8.3767	2.528	2	car	24	1	car	2.528	target	1
10.9047	2.9359	4	car	44	1	jewelry store	2.9359	competitor	0
13.8406	2.904	1	jewelry store	44	1	jewelry store	2.904	target	1
16.7446	2.648	4	car	34	1	car	2.648	target	1
19.3926	1.3359	3	jewelry store	44	1	jewelry store	1.3359	target	1
20.7284	2.3599	1	jewelry store	84	1	car	2.3599	competitor	0
23.0883	0.87999	2	car	34	1	car	0.87999	target	1
23.9683	4.4719	2	car	74	1	jewelry store	4.4719	competitor	0
28.4402	7.24	1	jewelry store	64	1	car	7.24	competitor	0
35.6802	3.072	3	jewelry store	94	2	jewelry store	3.072	target	1
38.7522	4.344	4	car	84	1	car	4.344	target	1
43.0962	6.872	2	car	4	1	car	6.872	target	1
49.9682	1.768	1	jewelry store	94	2	car	1.768	competitor	0
51.7362	1.6399	4	car	94	2	jewelry store	1.6399	competitor	0
53.3762	6.424	3	jewelry store	14	1	jewelry store	6.424	target	1
59.8001	2.312	2	car	94	2	jewelry store	2.312	competitor	0
62.1121	5.088	1	jewelry store	34	1	jewelry store	5.088	target	1
67.2002	2.696	4	car	74	1	car	2.696	target	1
69.8961	1.7679	3	jewelry store	34	1	jewelry store	1.7679	target	1
71.6641	5.936	4	car	64	1	jewelry store	5.936	competitor	0
77.6001	2.584	1	jewelry store	4	1	jewelry store	2.584	target	1
80.1841	1.528	3	jewelry store	74	1	jewelry store	1.528	target	1
81.712	2.1679	2	car	14	1	car	2.1679	target	1
83.8799	4.36	4	car	4	1	jewelry store	4.36	competitor	0
88.2399	1.9679	2	car	54	1	car	1.9679	target	1
90.2078	0.89596	1	jewelry store	24	1	jewelry store	0.89596	target	1
91.1037	1.352	3	jewelry store	64	1	jewelry store	1.352	target	1
92.4557	3.0799	1	jewelry store	74	1	car	3.0799	competitor	0
95.5357	3.3121	2	car	84	1	car	3.3121	target	1
98.8477	2.5279	3	jewelry store	4	1	jewelry store	2.5279	target	1
101.3756	2.6799	4	car	54	1	jewelry store	2.6799	competitor	0
104.0555	3.5199	2	car	64	1	car	3.5199	target	1
107.5754	1.5279	3	jewelry store	24	1	jewelry store	1.5279	target	1
109.1033	1.0959	1	jewelry store	54	1	jewelry store	1.0959	target	1
110.1993	1.496	4	car	24	1	jewelry store	1.496	competitor	0
111.6952	0.99991	4	car	14	1	car	0.99991	target	1
112.6951	2.264	2	car	44	1	jewelry store	2.264	competitor	0
114.9591	0.65601	3	jewelry store	54	1	jewelry store	0.65601	target	1
115.6151	3.16	1	jewelry store	14	1	jewelry store	3.16	target	1
