onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	2	car	direction	39	left	1.5967	1
27	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
57	24	study_trial	2	car	n/a	0	n/a	0	0
87	24	study_trial	2	car	n/a	0	n/a	0	0
117	24	study_trial	4	car	n/a	0	n/a	0	0
147	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
177	0	catch_trial	2	car	destination	39	car	1.735	1
195	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
225	24	study_trial	4	car	n/a	0	n/a	0	0
255	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
