onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	6	tree	direction	59	right	1.6362	1
31.5	0	catch_trial	5	mail box	direction	20	left	1.2809	1
45	24	study_trial	6	tree	n/a	0	n/a	0	0
75	24	study_trial	7	mail box	n/a	0	n/a	0	0
105	24	study_trial	5	mail box	n/a	0	n/a	0	0
135	24	study_trial	8	tree	n/a	0	n/a	0	0
165	24	study_trial	8	tree	n/a	0	n/a	0	0
195	24	study_trial	5	mail box	n/a	0	n/a	0	0
225	24	study_trial	6	tree	n/a	0	n/a	0	0
255	24	study_trial	7	mail box	n/a	0	n/a	0	0
