onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	24	study_trial	1	nail salon	n/a	0	n/a	0	0
39	24	study_trial	3	car	n/a	0	n/a	0	0
69	24	study_trial	1	nail salon	n/a	0	n/a	0	0
99	24	study_trial	2	restaurant	n/a	0	n/a	0	0
129	24	study_trial	2	restaurant	n/a	0	n/a	0	0
159	0	catch_trial	3	car	destination	13	call box	1.1002	0
171	24	study_trial	4	call box	n/a	0	n/a	0	0
201	24	study_trial	3	car	n/a	0	n/a	0	0
231	24	study_trial	4	call box	n/a	0	n/a	0	0
261	0	catch_trial	2	restaurant	destination	65	restaurant	1.4417	1
