onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	5	mail box	direction	46	left	1.5341	1
28.5	24	study_trial	6	tree	n/a	0	n/a	0	0
58.5	24	study_trial	5	mail box	n/a	0	n/a	0	0
88.5	24	study_trial	8	tree	n/a	0	n/a	0	0
118.5	24	study_trial	7	mail box	n/a	0	n/a	0	0
148.5	24	study_trial	7	mail box	n/a	0	n/a	0	0
178.5	24	study_trial	8	tree	n/a	0	n/a	0	0
208.5	24	study_trial	5	mail box	n/a	0	n/a	0	0
238.5	0	catch_trial	5	mail box	destination	33	mail box	2.9782	0
255	24	study_trial	6	tree	n/a	0	n/a	0	0
