onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	5	mail box	destination	46	mail box	2.0725	0
28.5	24	study_trial	5	mail box	n/a	0	n/a	0	0
58.5	24	study_trial	6	tree	n/a	0	n/a	0	0
88.5	24	study_trial	8	tree	n/a	0	n/a	0	0
118.5	0	catch_trial	5	mail box	direction	33	left	1.6459	1
135	24	study_trial	8	tree	n/a	0	n/a	0	0
165	24	study_trial	7	mail box	n/a	0	n/a	0	0
195	24	study_trial	5	mail box	n/a	0	n/a	0	0
225	24	study_trial	7	mail box	n/a	0	n/a	0	0
255	24	study_trial	6	tree	n/a	0	n/a	0	0
