onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	4.6326	2	restaurant	84	2	restaurant	4.6326	target	1
5.6326	2.1938	3	car	84	2	car	2.1938	target	1
7.8263	3.8139	1	nail salon	74	1	restaurant	3.8139	other	0
11.6402	2.3849	4	call box	54	1	call box	2.3849	target	1
14.0251	11.6439	4	call box	34	1	car	11.6439	other	0
25.6691	6.7839	1	nail salon	64	1	restaurant	6.7839	other	0
32.453	9.9564	2	restaurant	24	1	nail salon	9.9564	other	0
42.4094	2.4975	3	car	4	1	car	2.4975	target	1
44.907	2.7901	4	call box	94	2	call box	2.7901	target	1
47.6971	4.005	3	car	64	1	car	4.005	target	1
51.702	1.8899	2	restaurant	74	1	restaurant	1.8899	target	1
53.592	3.87	1	nail salon	44	1	nail salon	3.87	target	1
57.462	3.7239	4	call box	4	1	call box	3.7239	target	1
61.1859	5.6702	1	nail salon	14	1	restaurant	5.6702	other	0
66.8561	2.8574	3	car	44	1	car	2.8574	target	1
69.7135	5.355	2	restaurant	14	1	nail salon	5.355	other	0
75.0685	15.8855	2	restaurant	34	1	restaurant	15.8855	target	1
90.954	2.6889	1	nail salon	94	2	nail salon	2.6889	target	1
93.6429	3.9375	4	call box	74	1	car	3.9375	other	0
97.5804	1.9013	3	car	24	1	car	1.9013	target	1
99.4818	6.2212	2	restaurant	4	1	restaurant	6.2212	target	1
105.703	5.6365	3	car	54	1	call box	5.6365	other	0
111.3395	2.025	1	nail salon	4	1	nail salon	2.025	target	1
113.3645	5.2426	4	call box	44	1	call box	5.2426	target	1
118.6071	1.5974	3	car	94	2	car	1.5974	target	1
120.2045	1.7214	2	restaurant	94	2	restaurant	1.7214	target	1
121.926	5.5576	4	call box	14	1	car	5.5576	other	0
127.4836	4.4101	1	nail salon	24	1	nail salon	4.4101	target	1
131.8937	4.8375	2	restaurant	64	1	nail salon	4.8375	other	0
136.7312	3.3189	4	call box	24	1	call box	3.3189	target	1
140.0501	5.9289	3	car	34	1	car	5.9289	target	1
145.979	2.7563	1	nail salon	54	1	nail salon	2.7563	target	1
148.7352	1.8449	2	restaurant	54	1	restaurant	1.8449	target	1
150.5801	2.0701	3	car	74	1	car	2.0701	target	1
152.6502	1.5525	1	nail salon	34	1	nail salon	1.5525	target	1
154.2027	1.7775	4	call box	84	2	call box	1.7775	target	1
155.9803	2.6664	2	restaurant	44	1	nail salon	2.6664	other	0
158.6466	1.5749	1	nail salon	84	2	nail salon	1.5749	target	1
160.2215	2.0478	4	call box	64	1	call box	2.0478	target	1
162.2693	5.0288	3	car	14	1	car	5.0288	target	1
