onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	5	truck	destination	59	truck	2.5106	1
31.5	24	study_trial	8	subway	n/a	0	n/a	0	0
61.5	24	study_trial	6	door	n/a	0	n/a	0	0
91.5	24	study_trial	6	door	n/a	0	n/a	0	0
121.5	0	catch_trial	7	bank	direction	20	right	1.3524	1
135	24	study_trial	7	bank	n/a	0	n/a	0	0
165	24	study_trial	5	truck	n/a	0	n/a	0	0
195	24	study_trial	8	subway	n/a	0	n/a	0	0
225	24	study_trial	5	truck	n/a	0	n/a	0	0
255	24	study_trial	7	bank	n/a	0	n/a	0	0
