onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	5	truck	direction	59	right	2.9858	1
31.5	24	study_trial	8	subway	n/a	0	n/a	0	0
61.5	0	catch_trial	5	truck	destination	20	door	2.144	0
75	24	study_trial	5	truck	n/a	0	n/a	0	0
105	24	study_trial	6	door	n/a	0	n/a	0	0
135	24	study_trial	5	truck	n/a	0	n/a	0	0
165	24	study_trial	7	bank	n/a	0	n/a	0	0
195	24	study_trial	6	door	n/a	0	n/a	0	0
225	24	study_trial	7	bank	n/a	0	n/a	0	0
255	24	study_trial	8	subway	n/a	0	n/a	0	0
