onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	24	study_trial	2	car	n/a	0	n/a	0	0
39	24	study_trial	4	car	n/a	0	n/a	0	0
69	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
99	24	study_trial	4	car	n/a	0	n/a	0	0
129	0	catch_trial	4	car	destination	52	car	1.7061	1
150	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
180	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
210	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
240	0	catch_trial	2	car	direction	26	left	2.0413	1
255	24	study_trial	2	car	n/a	0	n/a	0	0
