onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	7.108	5	truck	44	1	door	7.108	other	0
8.108	4.0163	6	door	54	1	door	4.0163	target	1
12.1243	1.6762	8	subway	74	2	subway	1.6762	target	1
13.8005	4.005	7	bank	54	1	subway	4.005	other	0
17.8055	3.2063	7	bank	34	1	subway	3.2063	other	0
21.0117	3.6114	6	door	24	1	truck	3.6114	other	0
24.6231	2.3186	5	truck	24	1	truck	2.3186	target	1
26.9418	3.9825	8	subway	34	1	bank	3.9825	other	0
30.9243	3.039	7	bank	74	2	bank	3.039	target	1
33.9632	2.0924	6	door	94	2	door	2.0924	target	1
36.0557	1.5863	8	subway	84	2	subway	1.5863	target	1
37.642	4.0275	5	truck	64	1	truck	4.0275	target	1
41.6694	2.3289	5	truck	34	1	truck	2.3289	target	1
43.9983	1.9463	8	subway	4	1	subway	1.9463	target	1
45.9446	2.8013	7	bank	84	2	bank	2.8013	target	1
48.7459	4.6576	6	door	4	1	door	4.6576	target	1
53.4035	3.9713	6	door	44	1	door	3.9713	target	1
57.3748	3.8588	5	truck	4	1	truck	3.8588	target	1
61.2336	1.9575	7	bank	64	1	bank	1.9575	target	1
63.1911	7.2114	8	subway	14	1	subway	7.2114	target	1
70.4025	3.9151	6	door	34	1	door	3.9151	target	1
74.3177	5.0176	7	bank	14	1	bank	5.0176	target	1
79.3353	5.1976	8	subway	24	1	subway	5.1976	target	1
84.5329	3.375	5	truck	94	2	truck	3.375	target	1
87.9079	4.8263	5	truck	74	1	truck	4.8263	target	1
92.7342	3.6114	7	bank	44	1	bank	3.6114	target	1
96.3457	3.0374	8	subway	54	1	subway	3.0374	target	1
99.383	4.219	6	door	74	1	truck	4.219	other	0
103.602	1.6876	8	subway	64	1	subway	1.6876	target	1
105.2896	12.319	5	truck	84	2	door	12.319	other	0
117.6086	4.8713	6	door	84	2	door	4.8713	target	1
122.4799	3.6449	7	bank	24	1	subway	3.6449	other	0
126.1248	7.4476	7	bank	94	2	bank	7.4476	target	1
133.5724	8.134	5	truck	54	1	truck	8.134	target	1
141.7064	8.0552	6	door	64	1	truck	8.0552	other	0
149.7617	4.7251	8	subway	44	1	subway	4.7251	target	1
154.4867	5.3326	5	truck	14	1	door	5.3326	other	0
159.8194	1.7887	8	subway	94	2	subway	1.7887	target	1
161.6081	3.6676	6	door	14	1	door	3.6676	target	1
165.2757	4.4338	7	bank	4	1	bank	4.4338	target	1
