onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	2.5813	4	call box	24	1	call box	2.5813	target	1
3.5813	3.4651	3	car	34	1	car	3.4651	target	1
7.0464	3.9601	1	nail salon	24	1	nail salon	3.9601	target	1
11.0065	2.9363	2	restaurant	64	1	restaurant	2.9363	target	1
13.9428	4.0049	2	restaurant	54	1	nail salon	4.0049	other	0
17.9477	1.2375	4	call box	84	2	call box	1.2375	target	1
19.1852	2.8351	1	nail salon	44	1	restaurant	2.8351	other	0
22.0203	3.3975	3	car	64	1	car	3.3975	target	1
25.4178	4.1627	4	call box	34	1	call box	4.1627	target	1
29.5805	2.07	2	restaurant	14	1	nail salon	2.07	other	0
31.6506	2.6662	3	car	94	2	car	2.6662	target	1
34.3168	3.8814	1	nail salon	4	1	restaurant	3.8814	other	0
38.1981	3.3075	4	call box	4	1	call box	3.3075	target	1
41.5057	3.7237	1	nail salon	34	1	nail salon	3.7237	target	1
45.2293	1.6763	2	restaurant	34	1	nail salon	1.6763	other	0
46.9056	5.1975	3	car	14	1	call box	5.1975	other	0
52.1031	3.5777	4	call box	94	2	call box	3.5777	target	1
55.6808	2.0149	2	restaurant	74	1	restaurant	2.0149	target	1
57.6957	2.2276	1	nail salon	94	2	restaurant	2.2276	other	0
59.9233	1.7774	3	car	54	1	car	1.7774	target	1
61.7007	2.0026	4	call box	14	1	car	2.0026	other	0
63.7033	4.8262	3	car	44	1	car	4.8262	target	1
68.5295	1.2038	2	restaurant	4	1	nail salon	1.2038	other	0
69.7333	4.6239	1	nail salon	14	1	nail salon	4.6239	target	1
74.3572	3.2288	2	restaurant	44	1	restaurant	3.2288	target	1
77.586	1.7212	1	nail salon	84	2	restaurant	1.7212	other	0
79.3072	9.0563	3	car	74	1	car	9.0563	target	1
88.3636	8.4265	4	call box	54	1	car	8.4265	other	0
96.79	1.7662	3	car	24	1	call box	1.7662	other	0
98.5563	2.3625	1	nail salon	74	1	nail salon	2.3625	target	1
100.9187	4.6013	2	restaurant	94	2	restaurant	4.6013	target	1
105.52	1.4849	4	call box	44	1	call box	1.4849	target	1
107.0049	2.2837	1	nail salon	64	1	restaurant	2.2837	other	0
109.2886	5.5239	2	restaurant	84	2	nail salon	5.5239	other	0
114.8125	1.5862	3	car	84	2	car	1.5862	target	1
116.3987	3.3638	4	call box	74	1	call box	3.3638	target	1
119.7625	2.3401	3	car	4	1	car	2.3401	target	1
122.1026	1.6876	4	call box	64	1	car	1.6876	other	0
123.7902	4.5451	2	restaurant	24	1	restaurant	4.5451	target	1
128.3353	1.5637	1	nail salon	54	1	nail salon	1.5637	target	1
