onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	24	study_trial	4	car	n/a	0	n/a	0	0
39	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
69	24	study_trial	2	car	n/a	0	n/a	0	0
99	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
129	24	study_trial	2	car	n/a	0	n/a	0	0
159	24	study_trial	3	jewelry store	n/a	0	n/a	0	0
189	0	catch_trial	2	car	direction	26	left	1.2264	1
204	24	study_trial	4	car	n/a	0	n/a	0	0
234	24	study_trial	1	jewelry store	n/a	0	n/a	0	0
264	0	catch_trial	3	jewelry store	direction	52	right	2.4145	1
