onset	duration	route_number	destination	pic_num	segment	response	response_time	response_type	hits
1	3.0393	3	car	34	1	car	3.0393	target	1
4.0393	2.4752	2	restaurant	84	2	restaurant	2.4752	target	1
6.5144	3.6563	4	call box	24	1	call box	3.6563	target	1
10.1707	1.9351	1	nail salon	4	1	nail salon	1.9351	target	1
12.1058	4.4201	4	call box	34	1	call box	4.4201	target	1
16.526	5.7714	2	restaurant	34	1	restaurant	5.7714	target	1
22.2974	2.3513	1	nail salon	64	1	nail salon	2.3513	target	1
24.6487	1.5638	3	car	14	1	car	1.5638	target	1
26.2125	3.7689	1	nail salon	54	1	nail salon	3.7689	target	1
29.9814	2.0139	2	restaurant	64	1	restaurant	2.0139	target	1
31.9953	7.8976	3	car	74	1	call box	7.8976	other	0
39.8929	4.8713	4	call box	44	1	call box	4.8713	target	1
44.7642	2.0813	1	nail salon	84	2	nail salon	2.0813	target	1
46.8454	10.0239	3	car	54	1	car	10.0239	target	1
56.8693	8.5951	4	call box	14	1	call box	8.5951	target	1
65.4644	3.9602	2	restaurant	14	1	restaurant	3.9602	target	1
69.4246	6.4351	1	nail salon	44	1	restaurant	6.4351	other	0
75.8597	5.8839	3	car	24	1	call box	5.8839	other	0
81.7437	16.7178	4	call box	4	1	car	16.7178	other	0
98.4615	1.8564	2	restaurant	94	2	restaurant	1.8564	target	1
100.3179	5.5013	1	nail salon	14	1	nail salon	5.5013	target	1
105.8192	3.7126	2	restaurant	24	1	restaurant	3.7126	target	1
109.5318	1.3274	4	call box	84	2	call box	1.3274	target	1
110.8592	1.35	3	car	94	2	car	1.35	target	1
112.2092	3.3526	2	restaurant	44	1	restaurant	3.3526	target	1
115.5618	2.3737	1	nail salon	34	1	car	2.3737	other	0
117.9355	5.1976	4	call box	64	1	call box	5.1976	target	1
123.1331	1.1925	3	car	64	1	car	1.1925	target	1
124.3256	1.5637	4	call box	94	2	call box	1.5637	target	1
125.8893	4.1627	3	car	4	1	call box	4.1627	other	0
130.0521	8.6626	2	restaurant	54	1	nail salon	8.6626	other	0
138.7147	2.835	1	nail salon	94	2	nail salon	2.835	target	1
141.5496	1.3162	3	car	44	1	car	1.3162	target	1
142.8659	3.6676	4	call box	74	1	car	3.6676	other	0
146.5335	7.3689	2	restaurant	74	1	nail salon	7.3689	other	0
153.9024	2.0026	1	nail salon	24	1	nail salon	2.0026	target	1
155.905	2.5987	4	call box	54	1	call box	2.5987	target	1
158.5037	1.1137	3	car	84	2	car	1.1137	target	1
159.6174	2.6101	1	nail salon	74	1	restaurant	2.6101	other	0
162.2275	3.2963	2	restaurant	4	1	restaurant	3.2963	target	1
